cnty_name,naics_code,count,lat,lng
Allen,Transit And Ground Passenger Trans.,16,41.0908711,-85.0665628
Allen,Electric,10,41.0908711,-85.0665628
Allen,"Performing Arts, Spectator Sports, And Related Industries",40,41.0908711,-85.0665628
Allen,Nonstore Retailers,40,41.0908711,-85.0665628
Allen,Crop Production,22,41.0908711,-85.0665628
Allen,Electronics And Appliance Stores,57,41.0908711,-85.0665628
Allen,Textile Product Mills,8,41.0908711,-85.0665628
Allen,Support Activities For Agriculture & Forestry,6,41.0908711,-85.0665628
Allen,Support Activities For Mining,1,41.0908711,-85.0665628
Allen,Furniture And Related Product Mfg,34,41.0908711,-85.0665628
Allen,Health And Personal Care Stores,118,41.0908711,-85.0665628
Allen,Wood Product Manufacturing,11,41.0908711,-85.0665628
Allen,Computer And Electronic Product Mfg,20,41.0908711,-85.0665628
Allen,Plastics And Rubber Products Mfg,25,41.0908711,-85.0665628
Allen,"Securities, Commodity Contracts, And Other",155,41.0908711,-85.0665628
Allen,Educational Services,99,41.0908711,-85.0665628
Allen,"Arts, Entertainment, And Recreation",143,41.0908711,-85.0665628
Allen,"Funds, Trusts, And Other Financial Vehicles",5,41.0908711,-85.0665628
Allen,Furniture And Home Furnishings Stores,74,41.0908711,-85.0665628
Allen,Miscellaneous Manufacturing,33,41.0908711,-85.0665628
Allen,Apparel Manufacturing,3,41.0908711,-85.0665628
Allen,Printing And Related Support Activities,39,41.0908711,-85.0665628
Allen,Heavy And Civil Engineering Construction,44,41.0908711,-85.0665628
Allen,Mining (Except Oil And Gas),6,41.0908711,-85.0665628
Allen,Clothing And Clothing Accessories Stores,149,41.0908711,-85.0665628
Allen,Motor Vehicle And Parts Dealers,155,41.0908711,-85.0665628
Allen,Mining,7,41.0908711,-85.0665628
Allen,Primary Metal Manufacturing,19,41.0908711,-85.0665628
Allen,Management Of Companies And Enterprises,67,41.0908711,-85.0665628
Allen,Support Activities For Transportation,37,41.0908711,-85.0665628
Allen,Hospitals,7,41.0908711,-85.0665628
Allen,"Museums, Historical Sites, And Similar Institutions",8,41.0908711,-85.0665628
Allen,Animal Production,5,41.0908711,-85.0665628
Allen,Paper Manufacturing,12,41.0908711,-85.0665628
Allen,Chemical Manufacturing,12,41.0908711,-85.0665628
Allen,Internet Services,10,41.0908711,-85.0665628
Allen,Food Manufacturing,33,41.0908711,-85.0665628
Allen,Wholesale Elec. Markets & Agents & Brokers,89,41.0908711,-85.0665628
Allen,Beverage And Tobacco Product Mfg,6,41.0908711,-85.0665628
Allen,Fabricated Metal Product Mfg,107,41.0908711,-85.0665628
Allen,Textile Mills,1,41.0908711,-85.0665628
Allen,Miscellaneous Store Retailers,121,41.0908711,-85.0665628
Allen,Other Information Services,5,41.0908711,-85.0665628
Allen,Waste Mgt. & Remediation Services,29,41.0908711,-85.0665628
Allen,Air Transportation,7,41.0908711,-85.0665628
Allen,Couriers And Messengers,31,41.0908711,-85.0665628
Allen,Information,80,41.0908711,-85.0665628
Allen,Bldg. Mat. & Garden Equip. & Supp. Dealers,63,41.0908711,-85.0665628
Allen,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",130,41.0908711,-85.0665628
Allen,Utilities,15,41.0908711,-85.0665628
Allen,Forestry And Logging,1,41.0908711,-85.0665628
Allen,Machinery Manufacturing,75,41.0908711,-85.0665628
Allen,Sporting & Music Stores,60,41.0908711,-85.0665628
Allen,Publishing Industries (Except Internet),16,41.0908711,-85.0665628
Allen,Nonmetallic Mineral Product Mfg,16,41.0908711,-85.0665628
Allen,Accommodation,60,41.0908711,-85.0665628
Allen,Telecommunications,20,41.0908711,-85.0665628
Allen,Motion Picture & Sound Recording Industries,12,41.0908711,-85.0665628
Bartholomew,"Amusement, Gambling, And Recreation Industries",15,39.205973,-85.8976045
Bartholomew,Computer And Electronic Product Mfg,3,39.205973,-85.8976045
Bartholomew,Broadcasting (Except Internet),3,39.205973,-85.8976045
Bartholomew,"Performing Arts, Spectator Sports, And Related Industries",6,39.205973,-85.8976045
Bartholomew,Heavy And Civil Engineering Construction,6,39.205973,-85.8976045
Bartholomew,Telecommunications,8,39.205973,-85.8976045
Bartholomew,Health And Personal Care Stores,24,39.205973,-85.8976045
Bartholomew,Clothing And Clothing Accessories Stores,67,39.205973,-85.8976045
Bartholomew,Fabricated Metal Product Mfg,38,39.205973,-85.8976045
Bartholomew,Crop Production,17,39.205973,-85.8976045
Bartholomew,Paper Manufacturing,3,39.205973,-85.8976045
Bartholomew,Warehousing And Storage,3,39.205973,-85.8976045
Bartholomew,Support Activities For Transportation,11,39.205973,-85.8976045
Bartholomew,Waste Mgt. & Remediation Services,6,39.205973,-85.8976045
Bartholomew,Printing And Related Support Activities,8,39.205973,-85.8976045
Bartholomew,Information,19,39.205973,-85.8976045
Bartholomew,Support Activities For Agriculture & Forestry,3,39.205973,-85.8976045
Bartholomew,Chemical Manufacturing,5,39.205973,-85.8976045
Bartholomew,Food Manufacturing,8,39.205973,-85.8976045
Bartholomew,Motor Vehicle And Parts Dealers,29,39.205973,-85.8976045
Bartholomew,Machinery Manufacturing,26,39.205973,-85.8976045
Bartholomew,Mining (Except Oil And Gas),2,39.205973,-85.8976045
Bartholomew,Beverage And Tobacco Product Mfg,2,39.205973,-85.8976045
Bartholomew,Electronics And Appliance Stores,10,39.205973,-85.8976045
Bartholomew,Electric,1,39.205973,-85.8976045
Bartholomew,"Arts, Entertainment, And Recreation",21,39.205973,-85.8976045
Bartholomew,Hospitals,1,39.205973,-85.8976045
Bartholomew,Miscellaneous Store Retailers,28,39.205973,-85.8976045
Bartholomew,Couriers And Messengers,4,39.205973,-85.8976045
Bartholomew,Miscellaneous Manufacturing,7,39.205973,-85.8976045
Bartholomew,Bldg. Mat. & Garden Equip. & Supp. Dealers,15,39.205973,-85.8976045
Bartholomew,Textile Product Mills,2,39.205973,-85.8976045
Bartholomew,Furniture And Related Product Mfg,7,39.205973,-85.8976045
Bartholomew,Plastics And Rubber Products Mfg,8,39.205973,-85.8976045
Bartholomew,Wholesale Elec. Markets & Agents & Brokers,20,39.205973,-85.8976045
Bartholomew,Utilities,8,39.205973,-85.8976045
Bartholomew,Furniture And Home Furnishings Stores,8,39.205973,-85.8976045
Bartholomew,"Securities, Commodity Contracts, And Other",31,39.205973,-85.8976045
Bartholomew,Nonstore Retailers,7,39.205973,-85.8976045
Bartholomew,Educational Services,17,39.205973,-85.8976045
Bartholomew,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",25,39.205973,-85.8976045
Bartholomew,"Museums, Historical Sites, And Similar Institutions",1,39.205973,-85.8976045
Bartholomew,Management Of Companies And Enterprises,25,39.205973,-85.8976045
Bartholomew,Transit And Ground Passenger Trans.,2,39.205973,-85.8976045
Bartholomew,Other Information Services,0,39.205973,-85.8976045
Bartholomew,Accommodation,19,39.205973,-85.8976045
Bartholomew,Sporting & Music Stores,22,39.205973,-85.8976045
Bartholomew,Primary Metal Manufacturing,2,39.205973,-85.8976045
Bartholomew,Animal Production,1,39.205973,-85.8976045
Bartholomew,Nonmetallic Mineral Product Mfg,3,39.205973,-85.8976045
Bartholomew,Publishing Industries (Except Internet),5,39.205973,-85.8976045
Bartholomew,Motion Picture & Sound Recording Industries,3,39.205973,-85.8976045
Bartholomew,Wood Product Manufacturing,3,39.205973,-85.8976045
Bartholomew,Mining,2,39.205973,-85.8976045
Benton,Information,1,40.6062585,-87.310906
Benton,Clothing And Clothing Accessories Stores,1,40.6062585,-87.310906
Benton,Health And Personal Care Stores,2,40.6062585,-87.310906
Benton,Electric,1,40.6062585,-87.310906
Benton,Heavy And Civil Engineering Construction,1,40.6062585,-87.310906
Benton,Paper Manufacturing,1,40.6062585,-87.310906
Benton,Plastics And Rubber Products Mfg,1,40.6062585,-87.310906
Benton,"Amusement, Gambling, And Recreation Industries",2,40.6062585,-87.310906
Benton,Nonstore Retailers,1,40.6062585,-87.310906
Benton,Nonmetallic Mineral Product Mfg,1,40.6062585,-87.310906
Benton,Crop Production,11,40.6062585,-87.310906
Benton,Food Manufacturing,1,40.6062585,-87.310906
Benton,Support Activities For Agriculture & Forestry,3,40.6062585,-87.310906
Benton,Motor Vehicle And Parts Dealers,5,40.6062585,-87.310906
Benton,Chemical Manufacturing,2,40.6062585,-87.310906
Benton,Printing And Related Support Activities,2,40.6062585,-87.310906
Benton,"Arts, Entertainment, And Recreation",2,40.6062585,-87.310906
Benton,Wood Product Manufacturing,1,40.6062585,-87.310906
Benton,Utilities,2,40.6062585,-87.310906
Benton,Support Activities For Transportation,1,40.6062585,-87.310906
Benton,Bldg. Mat. & Garden Equip. & Supp. Dealers,2,40.6062585,-87.310906
Benton,Miscellaneous Store Retailers,2,40.6062585,-87.310906
Benton,Publishing Industries (Except Internet),1,40.6062585,-87.310906
Benton,Animal Production,6,40.6062585,-87.310906
Benton,Fabricated Metal Product Mfg,3,40.6062585,-87.310906
Benton,"Securities, Commodity Contracts, And Other",2,40.6062585,-87.310906
Benton,Furniture And Home Furnishings Stores,1,40.6062585,-87.310906
Benton,Furniture And Related Product Mfg,1,40.6062585,-87.310906
Benton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",2,40.6062585,-87.310906
Benton,Wholesale Elec. Markets & Agents & Brokers,1,40.6062585,-87.310906
Blackford,"Arts, Entertainment, And Recreation",4,40.4736006,-85.3248199
Blackford,Motor Vehicle And Parts Dealers,8,40.4736006,-85.3248199
Blackford,Animal Production,3,40.4736006,-85.3248199
Blackford,"Securities, Commodity Contracts, And Other",3,40.4736006,-85.3248199
Blackford,Waste Mgt. & Remediation Services,1,40.4736006,-85.3248199
Blackford,Health And Personal Care Stores,3,40.4736006,-85.3248199
Blackford,"Performing Arts, Spectator Sports, And Related Industries",1,40.4736006,-85.3248199
Blackford,Miscellaneous Store Retailers,2,40.4736006,-85.3248199
Blackford,Support Activities For Transportation,2,40.4736006,-85.3248199
Blackford,Hospitals,1,40.4736006,-85.3248199
Blackford,Mining (Except Oil And Gas),1,40.4736006,-85.3248199
Blackford,Bldg. Mat. & Garden Equip. & Supp. Dealers,2,40.4736006,-85.3248199
Blackford,Information,1,40.4736006,-85.3248199
Blackford,Management Of Companies And Enterprises,3,40.4736006,-85.3248199
Blackford,Nonmetallic Mineral Product Mfg,1,40.4736006,-85.3248199
Blackford,"Amusement, Gambling, And Recreation Industries",3,40.4736006,-85.3248199
Blackford,Food Manufacturing,1,40.4736006,-85.3248199
Blackford,Utilities,1,40.4736006,-85.3248199
Blackford,Wood Product Manufacturing,4,40.4736006,-85.3248199
Blackford,Fabricated Metal Product Mfg,4,40.4736006,-85.3248199
Blackford,Publishing Industries (Except Internet),1,40.4736006,-85.3248199
Blackford,Heavy And Civil Engineering Construction,2,40.4736006,-85.3248199
Blackford,Paper Manufacturing,3,40.4736006,-85.3248199
Blackford,Miscellaneous Manufacturing,2,40.4736006,-85.3248199
Blackford,Crop Production,4,40.4736006,-85.3248199
Blackford,Mining,1,40.4736006,-85.3248199
Blackford,Printing And Related Support Activities,1,40.4736006,-85.3248199
Blackford,Machinery Manufacturing,2,40.4736006,-85.3248199
Blackford,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",7,40.4736006,-85.3248199
Blackford,Accommodation,2,40.4736006,-85.3248199
Blackford,Plastics And Rubber Products Mfg,3,40.4736006,-85.3248199
Boone,Beverage And Tobacco Product Mfg,2,40.0508014,-86.4686962
Boone,Nonstore Retailers,14,40.0508014,-86.4686962
Boone,Computer And Electronic Product Mfg,2,40.0508014,-86.4686962
Boone,Warehousing And Storage,10,40.0508014,-86.4686962
Boone,"Performing Arts, Spectator Sports, And Related Industries",11,40.0508014,-86.4686962
Boone,Crop Production,28,40.0508014,-86.4686962
Boone,"Securities, Commodity Contracts, And Other",31,40.0508014,-86.4686962
Boone,Lessors Of Nonfinancial Intangible Assets (Except Copyrighted Works),2,40.0508014,-86.4686962
Boone,Health And Personal Care Stores,15,40.0508014,-86.4686962
Boone,"Arts, Entertainment, And Recreation",35,40.0508014,-86.4686962
Boone,Electronics And Appliance Stores,8,40.0508014,-86.4686962
Boone,Heavy And Civil Engineering Construction,16,40.0508014,-86.4686962
Boone,Paper Manufacturing,2,40.0508014,-86.4686962
Boone,Hospitals,1,40.0508014,-86.4686962
Boone,"Amusement, Gambling, And Recreation Industries",24,40.0508014,-86.4686962
Boone,Telecommunications,5,40.0508014,-86.4686962
Boone,Mining,1,40.0508014,-86.4686962
Boone,Motor Vehicle And Parts Dealers,23,40.0508014,-86.4686962
Boone,Bldg. Mat. & Garden Equip. & Supp. Dealers,14,40.0508014,-86.4686962
Boone,Clothing And Clothing Accessories Stores,11,40.0508014,-86.4686962
Boone,Miscellaneous Manufacturing,7,40.0508014,-86.4686962
Boone,Management Of Companies And Enterprises,12,40.0508014,-86.4686962
Boone,Utilities,1,40.0508014,-86.4686962
Boone,Wood Product Manufacturing,1,40.0508014,-86.4686962
Boone,Primary Metal Manufacturing,1,40.0508014,-86.4686962
Boone,Petroleum And Coal Products Mfg,1,40.0508014,-86.4686962
Boone,Educational Services,20,40.0508014,-86.4686962
Boone,Information,17,40.0508014,-86.4686962
Boone,Support Activities For Agriculture & Forestry,4,40.0508014,-86.4686962
Boone,Apparel Manufacturing,2,40.0508014,-86.4686962
Boone,Publishing Industries (Except Internet),5,40.0508014,-86.4686962
Boone,Chemical Manufacturing,1,40.0508014,-86.4686962
Boone,Plastics And Rubber Products Mfg,4,40.0508014,-86.4686962
Boone,Wholesale Elec. Markets & Agents & Brokers,38,40.0508014,-86.4686962
Boone,Fabricated Metal Product Mfg,9,40.0508014,-86.4686962
Boone,Air Transportation,1,40.0508014,-86.4686962
Boone,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",25,40.0508014,-86.4686962
Boone,Textile Product Mills,1,40.0508014,-86.4686962
Boone,Nonmetallic Mineral Product Mfg,12,40.0508014,-86.4686962
Boone,Waste Mgt. & Remediation Services,8,40.0508014,-86.4686962
Boone,Support Activities For Transportation,8,40.0508014,-86.4686962
Boone,Animal Production,9,40.0508014,-86.4686962
Boone,Furniture And Related Product Mfg,3,40.0508014,-86.4686962
Boone,Couriers And Messengers,3,40.0508014,-86.4686962
Boone,Mining (Except Oil And Gas),1,40.0508014,-86.4686962
Boone,Other Information Services,2,40.0508014,-86.4686962
Boone,Printing And Related Support Activities,6,40.0508014,-86.4686962
Boone,Forestry And Logging,1,40.0508014,-86.4686962
Boone,Sporting & Music Stores,9,40.0508014,-86.4686962
Boone,Furniture And Home Furnishings Stores,5,40.0508014,-86.4686962
Boone,Transit And Ground Passenger Trans.,2,40.0508014,-86.4686962
Boone,Machinery Manufacturing,8,40.0508014,-86.4686962
Boone,Food Manufacturing,10,40.0508014,-86.4686962
Boone,Motion Picture & Sound Recording Industries,2,40.0508014,-86.4686962
Boone,Internet Services,4,40.0508014,-86.4686962
Boone,Pipeline Transportation,1,40.0508014,-86.4686962
Boone,Electric,7,40.0508014,-86.4686962
Boone,Miscellaneous Store Retailers,17,40.0508014,-86.4686962
Boone,Accommodation,10,40.0508014,-86.4686962
Brown,Transit And Ground Passenger Trans.,3,39.1962112,-86.2273748
Brown,Clothing And Clothing Accessories Stores,13,39.1962112,-86.2273748
Brown,Accommodation,23,39.1962112,-86.2273748
Brown,Health And Personal Care Stores,3,39.1962112,-86.2273748
Brown,Wood Product Manufacturing,5,39.1962112,-86.2273748
Brown,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",4,39.1962112,-86.2273748
Brown,Scenic And Sightseeing Transportation,1,39.1962112,-86.2273748
Brown,Bldg. Mat. & Garden Equip. & Supp. Dealers,2,39.1962112,-86.2273748
Brown,Support Activities For Transportation,1,39.1962112,-86.2273748
Brown,Publishing Industries (Except Internet),3,39.1962112,-86.2273748
Brown,Nonmetallic Mineral Product Mfg,2,39.1962112,-86.2273748
Brown,"Arts, Entertainment, And Recreation",6,39.1962112,-86.2273748
Brown,Utilities,1,39.1962112,-86.2273748
Brown,Animal Production,3,39.1962112,-86.2273748
Brown,"Museums, Historical Sites, And Similar Institutions",1,39.1962112,-86.2273748
Brown,Crop Production,3,39.1962112,-86.2273748
Brown,Wholesale Elec. Markets & Agents & Brokers,1,39.1962112,-86.2273748
Brown,"Performing Arts, Spectator Sports, And Related Industries",3,39.1962112,-86.2273748
Brown,Food Manufacturing,2,39.1962112,-86.2273748
Brown,Furniture And Home Furnishings Stores,3,39.1962112,-86.2273748
Brown,Beverage And Tobacco Product Mfg,4,39.1962112,-86.2273748
Brown,Nonstore Retailers,4,39.1962112,-86.2273748
Brown,Waste Mgt. & Remediation Services,3,39.1962112,-86.2273748
Brown,Miscellaneous Store Retailers,21,39.1962112,-86.2273748
Brown,Fabricated Metal Product Mfg,6,39.1962112,-86.2273748
Brown,Support Activities For Agriculture & Forestry,1,39.1962112,-86.2273748
Brown,"Amusement, Gambling, And Recreation Industries",2,39.1962112,-86.2273748
Brown,Sporting & Music Stores,7,39.1962112,-86.2273748
Brown,Motor Vehicle And Parts Dealers,3,39.1962112,-86.2273748
Brown,Information,3,39.1962112,-86.2273748
Brown,Miscellaneous Manufacturing,1,39.1962112,-86.2273748
Carroll,Clothing And Clothing Accessories Stores,4,40.5828586,-86.5634841
Carroll,"Amusement, Gambling, And Recreation Industries",2,40.5828586,-86.5634841
Carroll,"Securities, Commodity Contracts, And Other",2,40.5828586,-86.5634841
Carroll,"Arts, Entertainment, And Recreation",2,40.5828586,-86.5634841
Carroll,Support Activities For Agriculture & Forestry,3,40.5828586,-86.5634841
Carroll,Warehousing And Storage,1,40.5828586,-86.5634841
Carroll,Heavy And Civil Engineering Construction,1,40.5828586,-86.5634841
Carroll,Bldg. Mat. & Garden Equip. & Supp. Dealers,4,40.5828586,-86.5634841
Carroll,Animal Production,10,40.5828586,-86.5634841
Carroll,Motor Vehicle And Parts Dealers,9,40.5828586,-86.5634841
Carroll,Telecommunications,3,40.5828586,-86.5634841
Carroll,Crop Production,16,40.5828586,-86.5634841
Carroll,Health And Personal Care Stores,2,40.5828586,-86.5634841
Carroll,Utilities,1,40.5828586,-86.5634841
Carroll,Mining (Except Oil And Gas),1,40.5828586,-86.5634841
Carroll,Nonstore Retailers,1,40.5828586,-86.5634841
Carroll,Wholesale Elec. Markets & Agents & Brokers,1,40.5828586,-86.5634841
Carroll,Information,4,40.5828586,-86.5634841
Carroll,Educational Services,1,40.5828586,-86.5634841
Carroll,Food Manufacturing,2,40.5828586,-86.5634841
Carroll,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",6,40.5828586,-86.5634841
Carroll,Beverage And Tobacco Product Mfg,1,40.5828586,-86.5634841
Carroll,Machinery Manufacturing,1,40.5828586,-86.5634841
Carroll,Accommodation,1,40.5828586,-86.5634841
Carroll,Publishing Industries (Except Internet),1,40.5828586,-86.5634841
Carroll,Support Activities For Transportation,1,40.5828586,-86.5634841
Carroll,Waste Mgt. & Remediation Services,1,40.5828586,-86.5634841
Carroll,Fabricated Metal Product Mfg,4,40.5828586,-86.5634841
Carroll,Plastics And Rubber Products Mfg,2,40.5828586,-86.5634841
Carroll,Printing And Related Support Activities,3,40.5828586,-86.5634841
Carroll,Furniture And Home Furnishings Stores,1,40.5828586,-86.5634841
Carroll,Electronics And Appliance Stores,1,40.5828586,-86.5634841
Carroll,Textile Product Mills,2,40.5828586,-86.5634841
Carroll,Mining,1,40.5828586,-86.5634841
Carroll,Furniture And Related Product Mfg,1,40.5828586,-86.5634841
Carroll,Miscellaneous Manufacturing,1,40.5828586,-86.5634841
Carroll,Miscellaneous Store Retailers,4,40.5828586,-86.5634841
Carroll,Transit And Ground Passenger Trans.,2,40.5828586,-86.5634841
Cass,Management Of Companies And Enterprises,5,40.7614915,-86.3459466
Cass,Mining,1,40.7614915,-86.3459466
Cass,Support Activities For Agriculture & Forestry,1,40.7614915,-86.3459466
Cass,Broadcasting (Except Internet),1,40.7614915,-86.3459466
Cass,"Arts, Entertainment, And Recreation",5,40.7614915,-86.3459466
Cass,Motion Picture & Sound Recording Industries,1,40.7614915,-86.3459466
Cass,Furniture And Home Furnishings Stores,3,40.7614915,-86.3459466
Cass,Forestry And Logging,1,40.7614915,-86.3459466
Cass,Computer And Electronic Product Mfg,3,40.7614915,-86.3459466
Cass,Plastics And Rubber Products Mfg,1,40.7614915,-86.3459466
Cass,"Securities, Commodity Contracts, And Other",5,40.7614915,-86.3459466
Cass,Utilities,1,40.7614915,-86.3459466
Cass,Wood Product Manufacturing,2,40.7614915,-86.3459466
Cass,Primary Metal Manufacturing,1,40.7614915,-86.3459466
Cass,Machinery Manufacturing,5,40.7614915,-86.3459466
Cass,Bldg. Mat. & Garden Equip. & Supp. Dealers,11,40.7614915,-86.3459466
Cass,Textile Product Mills,1,40.7614915,-86.3459466
Cass,Mining (Except Oil And Gas),1,40.7614915,-86.3459466
Cass,Electronics And Appliance Stores,5,40.7614915,-86.3459466
Cass,Animal Production,6,40.7614915,-86.3459466
Cass,Clothing And Clothing Accessories Stores,11,40.7614915,-86.3459466
Cass,Waste Mgt. & Remediation Services,2,40.7614915,-86.3459466
Cass,Publishing Industries (Except Internet),1,40.7614915,-86.3459466
Cass,Furniture And Related Product Mfg,1,40.7614915,-86.3459466
Cass,Wholesale Elec. Markets & Agents & Brokers,1,40.7614915,-86.3459466
Cass,Other Information Services,1,40.7614915,-86.3459466
Cass,Warehousing And Storage,1,40.7614915,-86.3459466
Cass,Internet Services,1,40.7614915,-86.3459466
Cass,Beverage And Tobacco Product Mfg,3,40.7614915,-86.3459466
Cass,Information,6,40.7614915,-86.3459466
Cass,"Amusement, Gambling, And Recreation Industries",5,40.7614915,-86.3459466
Cass,Accommodation,6,40.7614915,-86.3459466
Cass,Educational Services,1,40.7614915,-86.3459466
Cass,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15,40.7614915,-86.3459466
Cass,Printing And Related Support Activities,2,40.7614915,-86.3459466
Cass,Crop Production,14,40.7614915,-86.3459466
Cass,Motor Vehicle And Parts Dealers,15,40.7614915,-86.3459466
Cass,Food Manufacturing,8,40.7614915,-86.3459466
Cass,Telecommunications,1,40.7614915,-86.3459466
Cass,Heavy And Civil Engineering Construction,4,40.7614915,-86.3459466
Cass,Miscellaneous Store Retailers,9,40.7614915,-86.3459466
Cass,Chemical Manufacturing,2,40.7614915,-86.3459466
Cass,Fabricated Metal Product Mfg,12,40.7614915,-86.3459466
Cass,Sporting & Music Stores,5,40.7614915,-86.3459466
Cass,Health And Personal Care Stores,8,40.7614915,-86.3459466
Cass,Nonstore Retailers,8,40.7614915,-86.3459466
Cass,Nonmetallic Mineral Product Mfg,4,40.7614915,-86.3459466
Cass,Support Activities For Transportation,1,40.7614915,-86.3459466
Clark,Mining,6,38.4771815,-85.7072825
Clark,Machinery Manufacturing,20,38.4771815,-85.7072825
Clark,Nonstore Retailers,16,38.4771815,-85.7072825
Clark,Furniture And Related Product Mfg,11,38.4771815,-85.7072825
Clark,Other Information Services,1,38.4771815,-85.7072825
Clark,"Arts, Entertainment, And Recreation",32,38.4771815,-85.7072825
Clark,Wood Product Manufacturing,21,38.4771815,-85.7072825
Clark,Electronics And Appliance Stores,17,38.4771815,-85.7072825
Clark,Beverage And Tobacco Product Mfg,1,38.4771815,-85.7072825
Clark,"Performing Arts, Spectator Sports, And Related Industries",7,38.4771815,-85.7072825
Clark,Waste Mgt. & Remediation Services,12,38.4771815,-85.7072825
Clark,Support Activities For Transportation,20,38.4771815,-85.7072825
Clark,Food Manufacturing,9,38.4771815,-85.7072825
Clark,Support Activities For Agriculture & Forestry,3,38.4771815,-85.7072825
Clark,Textile Product Mills,2,38.4771815,-85.7072825
Clark,Broadcasting (Except Internet),2,38.4771815,-85.7072825
Clark,"Amusement, Gambling, And Recreation Industries",24,38.4771815,-85.7072825
Clark,Accommodation,27,38.4771815,-85.7072825
Clark,Management Of Companies And Enterprises,20,38.4771815,-85.7072825
Clark,Utilities,12,38.4771815,-85.7072825
Clark,Support Activities For Mining,1,38.4771815,-85.7072825
Clark,Warehousing And Storage,10,38.4771815,-85.7072825
Clark,"Securities, Commodity Contracts, And Other",23,38.4771815,-85.7072825
Clark,Clothing And Clothing Accessories Stores,34,38.4771815,-85.7072825
Clark,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",18,38.4771815,-85.7072825
Clark,Couriers And Messengers,7,38.4771815,-85.7072825
